"Participant_A" "Participant_B"
3571 2
3827 2
5051 1
6532 4
7455 0
8258 0
9054 0
9660 0
10514 61
10911 116
11154 17
11465 48
11156 25
11106 3
10913 3
10518 0
10219 0
9185 1
8506 0
8170 1
7856 0
7690 0
7691 0
7514 0
7270 0
7216 0
7218 0
6858 0
6436 0
5999 0
5527 0
4907 0
4909 0
5862 0
6665 0
7066 0
7445 0
8239 0
8516 0
7840 0
7309 0
8384 3
8827 84
11518 155
11199 183
11587 159
13499 153
12730 131
11850 144
10807 115
10228 35
8846 11
6955 4
6401 10
7155 0
7406 0
7413 2
7411 3
7276 0
7816 0
8344 0
8689 16
8742 17
7845 3
6121 0
5087 0
5087 0
6199 0
6229 0
5633 32
3859 5
2821 0
3117 0
4121 0
3961 0
2956 0
2112 0
1482 7
1490 0
1900 0
1544 0
810 0
1513 0
2192 0
1987 0
2022 0
2964 0
3789 12
1798 4
1896 0
1670 0
1302 0
3100 0
2775 0
2684 0
2782 0
3389 0
3730 0
2850 0
1544 0
985 0
1097 0
2161 0
2905 0
2788 0
1829 0
1470 0
901 0
1309 0
2874 0
2600 0
482 0
50 0
78 0
627 0
1827 1
2043 0
2169 0
2148 0
2847 0
3066 0
2750 0
2780 0
3493 0
4299 3
3123 0
1284 0
1312 0
1655 0
1639 0
1542 0
1556 0
1498 6
1822 31
1935 32
2890 9
3739 26
3257 10
2781 6
3254 7
4468 0
4153 0
2540 0
1177 0
1380 0
1905 0
1253 0
202 0
957 0
2233 0
2067 0
1484 10
1021 15
2310 0
5478 0
6416 0
5006 0
2026 13
1191 65
2853 75
5192 109
5960 2
4095 5
1287 19
531 32
769 28
3753 29
5472 35
3079 9
309 2
1549 15
400 11
684 11
2439 57
715 63
393 67
3178 57
2179 275
254 285
1416 149
1010 177
130 226
2328 114
1506 56
74 70
506 180
385 292
0 126
696 21
768 115
57 335
39 410
234 765
0 1224
395 1868
637 2189
218 2649
2 3175
0 3692
1 4446
298 4724
541 4767
353 4640
10 4379
0 4252
0 4142
20 4397
10 4514
0 4373
58 3948
42 3771
166 3469
329 2994
216 2612
45 2233
2 1616
86 1043
207 677
661 314
1230 34
2119 26
2735 285
3166 724
3313 1454
2643 2478
2114 3336
1931 3962
1917 3506
2081 3246
1409 2787
1088 2384
2104 2288
2943 2398
3108 2271
2380 2369
1066 2941
2631 3078
3185 2555
2781 1953
1825 1504
803 951
1094 467
1618 340
1918 501
1698 560
838 747
1168 760
1786 901
1364 1011
968 1154
945 1562
1411 1743
968 1736
413 1994
395 2427
226 2488
783 2482
1289 2626
1373 2690
1031 2353
567 1959
602 1815
631 1661
884 1416
1564 1114
2103 1188
2332 1066
2039 730
2273 572
2450 442
1740 459
1293 654
1010 566
634 685
2015 512
2260 599
840 646
606 578
835 340
120 124
3931 56
5421 6
2135 0
834 10
3149 12
1164 14
1516 13
4957 12
2997 14
195 254
5110 1728
4785 3296
357 3734
3983 3990
4476 3755
4244 2418
4057 249
2103 2128
846 3748
3608 4380
4751 4499
1976 4438
1590 4002
3036 2951
878 1559
490 1819
1149 3045
338 3737
2396 3980
3313 3386
2128 2159
487 673
139 693
204 1949
1151 2391
1420 2222
465 1223
91 644
8 775
469 831
559 636
321 249
202 70
544 76
1278 173
1629 111
841 280
124 479
341 498
216 385
473 216
458 114
21 252
1064 278
1494 187
169 145
1007 45
1870 2
545 0
1274 10
1987 0
438 1
695 1
2108 1
884 1
380 0
1536 3
652 21
461 32
1193 13
316 37
203 130
858 92
403 132
71 194
284 288
