"Participant_A" "Participant_B"
5874 23016
5358 23450
5326 40628
5394 21889
4979 23016
4225 23450
3437 24052
2239 24873
604 24748
474 24228
1778 23725
2915 22977
3416 22668
3680 23027
3922 23354
4355 21839
4967 20367
4973 20030
4155 19923
3103 18983
3168 18677
3785 19300
3917 19820
3297 19424
788 18717
8 18322
136 16513
454 15122
1265 15535
161 15659
1971 15088
2954 15636
2619 16515
1102 15672
756 13067
978 12486
1351 13005
1061 11061
714 10719
1839 10778
2645 9772
2013 8743
1383 9156
1344 10000
2506 9043
2431 7312
0 8052
300 9205
646 7936
741 8218
394 8803
2114 7565
821 7961
1026 7345
3452 3983
3785 4332
1908 5043
153 2934
171 1204
1231 3345
3436 4092
3079 2230
1 2044
3148 3160
3601 3360
1501 2800
1136 2296
2212 1522
9 1299
3420 1966
3918 1149
936 1323
2550 1067
3432 892
1262 1834
1872 1398
2942 797
71 862
2860 525
3504 296
901 209
1865 198
2805 822
91 1414
2392 1489
2714 1936
419 3194
98 2309
1509 1393
74 2583
705 4234
1303 5559
29 4994
168 5483
406 7425
193 9873
211 12318
7 14434
8 16613
68 16697
90 16133
49 14572
76 12704
24 11163
51 11128
79 12406
3 13357
22 13166
90 13508
6 13141
503 10741
112 10528
266 9320
948 7089
960 4624
109 4761
34 6014
54 5037
188 4666
1153 5705
175 6175
21 7013
1263 7243
75 8388
3 8500
573 8138
1 8669
117 9031
424 10308
77 11574
138 14202
1683 16453
624 16630
211 15396
2104 11496
1728 7165
113 6801
6 6420
22 6783
1694 6268
1897 4127
455 2962
0 3653
1192 4058
1816 3739
16 2776
0 2448
27 2632
0 2323
1189 1843
533 1947
0 2666
1322 1883
1582 1465
0 1212
4 1301
848 10692
546 2593
1039 1979
2438 7356
1253 1369
1289 2593
2362 1694
1286 2088
1085 3544
2078 3578
1223 2752
486 3521
766 4675
1290 3530
1268 3351
1355 3967
970 3777
894 4045
973 4425
171 2207
130 2174
358 3083
282 4616
412 7121
286 8244
119 6514
115 4110
71 5187
367 6183
476 6756
1 7802
1 6652
190 4056
53 5172
69 7183
48 7978
54 6515
47 5436
8 5827
110 4787
