"Participant_A" "Participant_B"
1580 45
1843 76
2169 69
2897 40
3169 1
1541 12
1736 23
2635 22
2329 32
2053 47
2237 72
2187 346
3836 473
5267 470
4886 602
3889 989
3311 1404
3660 1740
4406 2098
4923 2420
4383 2543
2692 2410
1265 1873
474 1256
611 1138
939 1091
315 1356
110 1880
1120 1969
1284 1885
1075 1932
602 2124
252 2161
489 1800
759 1588
595 1461
166 1416
9 1281
147 1146
77 1197
125 1225
103 792
112 488
429 202
901 95
1652 99
2458 103
2972 86
3216 107
3066 126
3030 139
3006 138
3428 73
1762 98
3643 136
3770 128
2711 54
1955 50
2531 18
2948 8
2381 37
2066 36
2831 52
3606 131
4429 375
4797 809
4391 1083
3898 1065
3845 881
3531 816
3546 1014
3142 1032
967 751
273 675
1976 365
1925 179
1591 193
569 206
1366 435
3202 707
4426 498
4155 359
2812 385
2571 394
3115 412
4001 458
5102 562
5602 820
5575 975
5066 814
4424 528
4030 276
4158 155
3736 115
1978 68
90 5
5 0
80 0
335 4
283 30
1302 42
2484 78
2991 45
3016 14
2466 76
2227 137
1750 36
1664 117
1474 264
723 276
59 198
95 41
106 11
30 20
18 0
9 0
11 0
309 0
141 0
124 0
247 0
147 0
17 0
74 0
63 6
766 0
1800 0
1799 0
992 1
187 0
155 3
501 68
1088 98
935 36
438 17
337 52
310 62
254 103
506 62
481 50
190 257
413 503
461 599
88 392
521 145
1157 90
631 66
73 130
141 134
98 118
601 63
985 99
341 55
21 13
297 0
2 0
17 0
321 0
376 0
855 1
1171 0
1114 0
1231 1
1472 4
1277 0
768 3
508 0
426 0
718 0
1112 6
805 113
248 290
90 248
23 174
13 121
39 137
0 217
21 234
62 128
0 104
0 223
0 308
0 286
2 185
0 47
1 3
65 0
285 0
9 0
0 0
0 0
0 0
7 0
12 1
0 19
3 93
39 188
0 136
0 71
6 26
84 5
287 0
618 0
406 0
216 0
56 0
60 1
105 19
132 22
128 23
448 41
976 22
1374 14
1000 23
156 6
23 12
53 79
80 51
322 10
601 1
925 13
675 0
105 11
217 8
720 0
412 0
25 0
51 3
574 22
1090 19
553 13
2 24
284 5
582 8
340 0
30 0
252 0
544 0
320 0
15 0
1 0
156 0
134 10
15 2
27 0
78 0
15 0
161 1
392 0
454 8
311 20
39 0
14 0
15 0
0 0
0 0
143 0
178 0
5 1
0 9
92 7
192 3
130 0
128 0
195 24
403 43
550 56
238 47
27 40
72 130
2 256
56 264
143 127
222 155
199 116
11 167
73 240
66 259
3 162
391 78
296 81
27 150
467 244
354 328
65 115
446 65
534 61
16 66
306 56
321 34
0 23
573 27
627 0
61 0
315 0
338 0
1 0
167 2
322 2
13 12
167 78
367 158
25 170
0 189
2 299
2 756
524 1202
659 1787
164 2219
15 3162
39 3888
79 2792
32 2134
9 2430
3 2577
2 2955
5 3881
0 3507
1 3114
10 2565
0 2154
0 1714
28 789
0 657
9 913
12 1051
0 695
1 482
166 630
22 697
0 595
12 542
6 447
0 337
0 434
0 352
151 257
192 348
160 365
88 622
64 790
48 685
12 474
2 326
0 674
0 895
13 758
48 532
15 451
14 598
25 769
1 722
40 730
140 677
67 535
86 360
89 411
71 452
50 727
23 701
12 710
10 555
0 241
0 397
4 409
0 161
3 182
10 274
0 372
0 521
7 364
2 369
0 461
13 692
131 705
254 492
172 196
7 277
0 381
0 428
0 236
0 32
2 226
21 238
1 338
0 400
0 323
0 359
0 347
0 352
0 484
12 518
18 426
18 265
13 142
94 92
677 94
1403 254
1604 285
1460 70
1139 78
503 197
170 255
40 348
11 587
22 1112
175 1928
293 2502
392 2871
215 3124
153 3119
159 2665
215 1916
347 948
183 229
10 187
2 319
0 743
1 1034
0 1455
5 2018
14 2209
1 2359
0 2515
8 2395
0 2387
0 2478
0 2325
0 1848
0 1549
22 1127
0 679
21 509
6 409
