"Participant_A" "Participant_B"
0.0145248567506375 0.576827925576173
0.0151300591152474 0.606304897591918
0.0156715559677931 0.638495949781607
0.0166271386487561 0.69191866712949
0.0189523898390993 0.777979057455179
0.0240488308042353 0.861050524045005
0.0290178607452429 0.92416147695051
0.0362484363645295 0.978855345772265
0.0460909379784483 0.920725932426531
0.0580357214904857 0.901452527647005
0.078230368814837 0.908564104811643
0.110242388627097 0.92763137691973
0.167131410900427 0.94614896190398
0.261160746707186 0.959822429109418
0.395961610235032 1.01300465834062
0.573381461333827 1.1050085406928
0.777047983403073 1.20828100908362
0.987244320458899 1.2894972816305
1.1775645377507 1.32866248920387
1.3305851777289 1.35996029981732
1.4374511742166 1.4436845198667
1.50510642802878 1.57186468605638
1.55511525499917 1.70688158584878
1.67169634207666 1.79648058703417
1.82102206235514 1.82468640757604
2.00041678432793 1.81747176407568
2.17987521181278 1.81259329085163
2.37522816455765 1.81001663245865
2.57946803623547 1.79696156326753
2.73799920300723 1.72137958373997
2.83419452622417 1.60058583827685
2.8928673028353 1.47584121661115
2.92688604627758 1.37823739668489
2.96539602832039 1.31337431607216
3.02734963880282 1.22185140995334
3.12319458170341 1.08281492306789
3.27009949252346 0.923920988833832
3.43907836327374 0.760114225930485
3.5229785226623 0.623757463773735
3.56349522833513 0.542953456569735
3.57489851499462 0.493069350081551
3.55760246846919 0.446792565343546
3.46475168463562 0.402783239991367
3.29242827450196 0.370489121465959
3.0992731619233 0.354479483984214
2.90771068714626 0.350940873124515
2.71914237143623 0.373065779858944
2.52901327068062 0.413296006234745
2.33579445258991 0.459985056315628
2.14706687309972 0.536563343755133
1.95400731878916 0.653268791234719
1.74785628174941 0.802611911692112
1.53813773603406 0.985314169477347
1.34272107777713 1.17509364898198
1.15539501955235 1.32117300214159
0.964437747139916 1.42887732296835
0.797306336239489 1.50813533513656
0.905701265016724 1.58272100675216
0.828617595419043 1.65565761699624
0.918410514673532 1.71983358870418
0.919270539086399 1.76727845858034
0.906051645333077 1.7736342159497
0.903726394142734 1.75195593000339
0.94083485492013 1.71344347588958
0.999348367751097 1.64555711609574
1.31934115484957 1.535276136876
1.3711655889138 1.40833276671495
1.4142305150692 1.26297487790538
1.4521352947474 1.09466755167562
1.48452954763204 0.948828686632684
1.51545857373921 0.874655280359964
1.54715206599115 0.874998834812362
1.33902615807741 0.921241264105128
1.34565153133209 0.98981473280376
1.19893773704823 1.08150941614878
1.1481962966891 1.19855841808076
1.14386432186873 1.32869684464911
1.16686201172391 1.43324046451381
1.17511187553622 1.53280254481873
1.18941376299464 1.63463208450949
0.97268761095223 1.72591450251163
1.02900328361698 1.77806606838564
1.08047733736486 1.82183490562114
1.36310684163768 1.88068578331691
1.4339792238091 1.91998841267123
1.5045330784202 1.92060681068555
1.55489228570695 1.87663184077861
1.57183795191603 1.76978640608285
1.55651677626459 1.64133139633125
1.88644762324508 1.5122236331201
1.97522125430654 1.35638733351238
2.03660151518039 1.20804052096694
2.05609540187204 1.11256673864555
2.04800480183988 1.01417274347878
2.01713948124478 0.885133691158102
1.965760985765 0.774577868376439
1.89711829651583 0.719231246095128
1.82551330095567 0.648493384346388
1.70370836188892 0.570197324644893
1.65232986640914 0.506193130163153
1.81200773239806 0.439990187186066
1.73183434546526 0.426935117994944
1.67644240272544 0.430782927861801
1.63974802777646 0.412574541884709
1.2659877884958 0.408486243901173
1.14689033369178 0.411406456746556
1.03043665763843 0.428584179366454
0.940611885627905 0.427209961556862
0.873370717644143 0.408383177565454
0.808614064630884 0.413880048803821
0.746692306904482 0.406218784515347
0.697575357102984 0.35516659288901
0.662760294759899 0.332320221804546
0.456227024647765 0.316963337782357
0.396311990551385 0.297174601324235
0.149676100594837 0.288413962788087
0.123429429624386 0.254402072000689
0.159614160476852 0.229391307866117
0.158658577795889 0.244370281990668
0.161907558911163 0.235987553352158
0.165092834514373 0.222554574263398
0.170348539259669 0.190397877518949
0.172673790450013 0.152332044193255
0.229085021382861 0.188817527037918
0.317667535908131 0.32998405152824
0.314864493377306 0.548484683253342
0.313590383136022 0.792477055346372
0.310213990996619 1.02224627311013
0.305563488615933 1.24174321274718
0.303270090181622 1.46130886327472
0.27517595936131 1.63446030728329
0.27852049874468 1.7447069310578
0.224657488294399 1.83568015005278
0.261256304975282 1.90329166628469
0.262307445924341 1.99505506052019
0.263326734117369 2.06977815391675
0.263517850653561 2.11588316142855
0.260874071902897 2.1317210216841
0.199207136224752 2.10925256049727
0.119193013072117 1.99945255751088
0.117377405978288 1.7815703238001
0.114956596519848 1.5388147477357
0.118619663463539 1.32240979817022
0.115848473688747 1.14654427398771
0.111516498868381 1.00146122874005
0.105114094905929 0.928077997707847
0.097405727946161 0.934639887748648
0.0902070050829065 0.997613418873194
0.0476517230240212 1.10305028031413
0.041185613549505 1.15733188379301
0.0333816883216405 1.1953977171187
0.0263740819945786 1.23081818116093
0.0218828433940525 1.28705804501847
0.0210228189811858 1.33546486736135
0.00754910317960764 1.33725135051382
0.00853653861660273 1.34800460487387
0.00977879610185462 1.35992594437208
0.00602017089006685 1.36583508095333
0.00716687010722244 1.3405151178116
0.00809060003215333 1.26331843235778
0.00882321342089163 1.16571461243152
0.00965138507772622 1.03389276904642
0.0106706732707534 0.878537445672061
0.0110847590991707 0.706004399677806
0.0114669921715559 0.570850078104449
0.0125499858766473 0.53360877546451
0.0138240961179313 0.625200392473806
0.014684120530798 0.737886252860337
0.014684120530798 0.814361473964122
0.0144292984825412 0.923336946264755
0.0134418630455461 1.10071411003782
0.01213590004823 1.3366329524995
0.0110529063431386 1.60302507488888
0.00971509058979042 1.89679848713437
0.00869580239676323 2.16868748076212
0.00824986381231383 2.28460275300119
0.00793133625199284 2.44645125552587
0.00742169215547924 2.67251008520372
0.00786763073992863 2.89516772580284
0.00780392522786444 3.0971433883676
0.00710316459515824 3.1991790607298
0.00656166774261255 3.1318423880598
0.00617943467022735 3.0232448256568
0.00780392522786444 2.96006516186082
0.0146522677747659 2.89386221888373
0.0260555544342576 2.77653837338983
0.0361847308524653 2.60455501451941
0.044721269469068 2.38200044025601
0.0532259553296387 2.12790756726248
0.060042445120508 1.91356394441139
0.0626862238711723 1.82935874812865
0.0624314018229155 1.6936890948767
0.0621447270186266 1.48886193035704
0.0615395246540167 1.26654784421032
0.0612209970936957 1.05697962824756
0.06067950024115 0.915469549304842
0.0599150340963796 0.852186819173138
0.0598831813403475 0.815563914547515
0.0580994270025499 0.777051460433704
0.0510599679194559 0.750700833934781
0.0396885340159963 0.744173299339219
0.0295912103538207 0.748776929001352
0.0209909662251537 0.75588850616599
0.012454427608551 0.75588850616599
0.00563793781768165 0.752246828970571
0.00264377875066428 0.767947267445158
0.00213413465415068 0.788766667260474
0.00191116536192598 0.800241385970566
0.00168819606970129 0.809139446287673
0.00175190158176549 0.814395829409362
0.00175190158176549 0.809929621528189
0.00159263780160499 0.793335941477367
0.00108299370509139 0.916740700778714
0.000764466144770394 0.967037072609775
0.000350380316353097 0.924711164074347
0.000254822048256798 0.868986631895398
0.000668907876674094 0.812437569030694
0.00181560709382969 0.743142635982025
0.00315342284717787 0.672610906904724
0.00461864962465446 0.61942867767352
0.00535126301339276 0.571056210775888
0.00582905435387425 0.529726610152413
0.00668907876674095 0.493962591657786
0.00723057561928664 0.467199699815985
0.00786763073992863 0.449060024729372
0.00863209688469903 0.416903327984923
0.0102565874423361 0.388491374771612
0.0135374213136424 0.224134924744429
0.0169775189651092 0.141922344285597
0.0189205370830672 0.21382829117249
0.0208954079570574 0.371313652151714
0.0233480701715291 0.572980115709316
0.0266289040428354 0.804192262173143
0.0333498355656084 1.05711705002852
0.0399752088202852 1.29382606773071
0.0419500796942754 1.49140423330478
0.0423004600106285 1.63322351125466
0.0429693678873026 1.72687645497834
0.0445301529328754 1.80098115036058
0.0457724104181273 1.86233997555886
0.0468235513671866 1.91418234242571
0.0462183490025767 1.9531070618824
0.0433834537157198 1.97763684978361
0.0408033804771198 1.97241482210716
0.0408352332331519 1.91322038995899
0.0423960182787248 1.81427670766838
0.0427463985950779 1.70138471461041
0.0410900552814087 1.59130986806211
0.0358024977800801 1.48515154227114
0.0297823268900133 1.40108376776936
0.0282852473565046 1.353467120667
0.0294956520857244 1.36178113841503
0.029368241061596 1.42228107748231
0.0272659591634774 1.50198571043864
0.0258962906540971 1.58158727705924
0.0247814441929736 1.66187595258465
0.0250362662412304 1.72285686788529
0.0302919709865269 1.75013509140568
0.0331905717854479 1.76542326453739
0.0321394308363886 1.76411775761828
0.0302282654744627 1.72285686788529
0.0311838481554256 1.6288603697092
0.0320120198122602 1.50009616095045
0.0301327072063664 1.3566621770743
0.0290815662573071 1.22545873170352
0.0294000938176281 1.16825691537926
0.0284763638926972 1.14496392350668
0.029686768621917 1.18144940635134
0.0309290261071688 1.25459214926687
0.0309608788632009 1.3223067318345
0.030323823742559 1.37404603236564
0.0292089772814355 1.41506643398195
0.0244310638766205 1.48353683634487
0.0215643158337315 1.57313583753025
0.0206405859088006 1.69812094731263
0.0199716780321265 1.86907364282586
0.0180923654262327 2.10502684073278
0.0148433843109585 2.38852797485157
0.0152893228954079 2.68044619305412
0.0181242181822647 2.8848610922309
0.0171049299892376 2.91543743849432
0.0159900835281141 3.09892987152007
0.0166589914047882 3.25809864931605
0.0225198985146945 3.39479896592519
0.0290178607452429 3.54506968340406
0.0322986946165491 3.68379697128236
0.0337957741500578 3.78957738717569
0.0337002158819615 3.77940817538471
0.0334772465897368 3.74247607175193
0.0345283875387961 3.73309703520146
0.0345283875387961 3.72567625902967
0.035133589903406 3.69753914937828
0.0356432339999196 3.60000404034249
0.0347513568310208 3.35195772571117
0.0331905717854479 3.31780841314281
0.0372358718015246 3.4109460251879
0.0392425954315469 3.31179621022585
0.0631958679676859 3.15365809578707
0.163436491200704 2.92467905326383
0.344073470658741 2.59826796804053
0.569527277853943 2.36475400674563
0.805237672491481 2.28673279060606
1.0259454190379 2.396326660921
1.21050028748789 2.56580207228892
1.3452692982597 2.64361715575706
1.43006133481715 2.57868536425384
1.49373499412532 2.45146715053088
1.55591157389998 2.4476880515545
1.61840668123496 2.60658198578856
1.67813059879514 2.60568874421232
1.72259704621595 2.53158404883008
1.7601514455778 2.37815263038915
1.77079026609252 2.22942790794608
1.70262536818383 2.22825982280792
1.55600713216807 2.35908535828107
1.36301128336958 2.46507190684584
1.16151074871052 2.49441145708062
0.978484812550072 2.41377922710282
0.838523802545026 2.17717327573635
0.751852453381682 2.05813165798045
0.701939184679382 2.06489968069269
0.667920441237099 2.1106611337521
0.632595734797501 2.0498863511229
0.598863666159507 1.92771838785019
0.568285020368692 1.75676569233696
0.556467647880783 1.62030586384449
0.568444284148852 1.60680417386525
0.604788278781478 1.64054122109073
0.661199509714326 1.58890498689532
0.730160726523822 1.45842300587458
0.810429671724714 1.26160066009579
0.897674370496635 1.12881686424397
1.00160991342938 1.09057925369208
1.09700891774552 1.17732675292257
1.15590466364887 1.1546521590643
1.20142225201874 1.04492086696839
1.23614175609373 0.901349461311286
1.25936241524113 0.813571298723607
1.27745478066736 0.787632937567561
1.30615411385228 0.822160160033556
