"Participant_A" "Participant_B"
0 9
0 1
39 9
26 53
1 58
13 6
425 8
1662 18
2843 2
3653 2
4304 0
4777 1
5241 56
6049 366
6891 713
7628 982
8168 731
7738 639
7774 759
8158 848
8753 923
8916 1140
8758 1496
8244 1536
7894 1526
8161 1589
8619 1613
8251 1446
7388 1301
5965 1124
5050 868
4660 552
4904 410
4648 431
3557 406
2130 465
1152 769
1488 1125
2828 1290
4209 1244
4963 1448
4615 1691
5200 1801
5996 1603
6590 1245
7210 833
7777 725
8154 640
8187 242
8349 197
8561 252
8724 86
8605 40
8319 62
7953 301
7739 966
7363 1107
6768 1110
6041 1022
5072 913
3883 683
3121 1275
3004 2315
3089 2563
3341 2414
3618 2055
3185 1625
3067 915
2959 300
2351 148
1996 201
1481 724
752 1319
552 1420
524 1442
723 1271
1162 1417
971 1691
277 1784
553 1710
507 1673
260 1532
614 1372
291 1199
44 898
1272 530
1634 560
847 709
323 1008
506 1376
567 2271
789 2901
1056 3069
976 2757
491 2439
527 2299
405 1922
429 1580
1096 1168
903 790
314 477
647 237
1061 144
298 188
153 456
259 375
223 412
985 654
1413 763
962 1052
55 1185
3 1076
5 1122
217 844
1481 282
1183 85
104 128
903 97
1009 47
255 13
325 13
528 12
646 446
1668 1016
2234 1325
1345 1318
330 1315
457 1162
714 1046
1809 1629
2656 3874
2215 5862
2064 6434
2245 5613
2066 4425
2256 5197
2767 6306
2003 6713
1176 7216
1117 7752
742 8645
799 9358
1375 9590
1055 9724
629 9735
679 9793
847 10049
993 10496
1324 10896
1205 11909
571 12798
433 13652
624 13806
52 13552
152 13087
581 12938
737 12847
999 12403
1559 11340
1520 9785
1644 9231
2186 8537
1793 9266
1062 8831
603 5399
405 4082
760 3742
1924 3806
1872 4268
1289 3230
803 1329
574 2318
630 1702
697 2001
468 2365
384 1795
334 2215
453 3008
488 2722
417 2180
126 2056
26 2830
246 3812
567 4106
724 3061
842 1994
1278 2032
1819 2979
2046 3590
2787 2770
3486 1498
3561 697
3690 622
3563 970
3318 1093
3082 1621
2943 3449
2915 4508
2966 5290
3358 5403
4752 5313
6133 5650
6238 5624
5063 5206
3240 4718
3399 3861
3768 2868
3632 3050
3268 4888
3197 5774
3687 5872
4355 6006
4797 6706
4760 7868
4240 8878
3325 9466
2952 10084
3504 10094
3830 9823
3499 9188
3455 8052
2875 6508
2238 5667
2465 4418
3396 3365
3977 4193
3987 4599
3271 4837
3094 4654
3300 3965
3766 5221
3517 6128
2392 5060
1075 4079
1449 3746
1004 4603
1165 6338
1213 7068
1583 6163
1893 4968
1503 4825
233 5352
1058 5860
671 5471
104 3615
1126 1726
890 832
256 775
815 1330
438 1379
9 753
841 799
852 1226
0 1836
16 2249
12 2061
0 1569
632 769
1106 511
513 807
44 566
0 172
1 58
4 40
58 141
333 559
451 532
307 62
159 10
43 22
267 0
848 10
659 100
382 933
698 1821
1055 1650
187 2008
9 2998
1 3558
215 2730
1572 1471
1637 4023
739 4713
154 4369
11 4080
48 3487
1032 2718
1409 2509
374 2715
1 2833
392 2831
101 2621
2 2526
2 2667
3 3178
958 3715
1514 3755
1145 3459
31 3546
0 3998
11 4403
1001 4799
3211 4543
6407 3927
8063 4040
8159 4740
8985 5310
9435 5723
8189 5548
7047 5839
6756 6822
6129 8233
5654 9313
6389 10029
6395 10339
5038 10566
4545 11423
4507 11979
4849 12138
4726 11845
4032 11486
3142 10999
2016 10694
1108 10900
2787 10942
4860 10949
5606 10655
5818 10583
6064 10361
5899 10816
4901 11002
2737 10825
1655 11003
1675 11247
3000 11568
4542 11679
5154 11489
4804 11212
4881 10896
3823 10784
3358 10604
3948 10048
2718 8861
959 6886
3033 5569
3370 5267
3834 5543
4343 6704
3995 6979
2847 8116
3131 10047
2646 10777
1240 10898
1168 10862
988 10519
1385 9589
2655 8726
3301 8419
3140 8269
2321 6901
1334 5505
791 4110
1129 3280
1581 3072
1258 1461
876 1470
1162 1676
996 1230
911 884
1585 839
1091 844
604 1105
